"User Name","Avatar","Country","Room Info","Stay Date","Traveller Type","Review Title","Rating","Happy Review","Unhappy Review","Review Date","Scraped At"
"Sheila","https://cf.bstatic.com/static/img/review/avatars/ava-s/d321d61d78a8fa310843e1967dca38e6276b92aa.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2022


","




Solo traveller

","
Getting very expensive to stay for one night
"," 7.0 ","A bit more selection for continental breakfast","No rolls","
Reviewed: 25 July 2022
","2024-05-01T12:03:16.427Z"
"David","https://cf.bstatic.com/static/img/review/avatars/ava-d/bebbb1d5ff29328157080e4e2e5d15a29c5aa34a.png","
                                    
                                Ireland","






Queen Room


","




1 night · 

July 2022


","




Solo traveller

","
Superb
"," 9.0 ","the professional and friendly staff the location so close to the airport","nothing","
Reviewed: 25 July 2022
","2024-05-01T12:03:16.427Z"
"Rachel","https://cf.bstatic.com/static/img/review/avatars/ava-r/29d5c93ac6953138bfc6f214a4c5a0f8b712b57b.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

July 2022


","




Group

","
Superb
"," 9.0 ","convenient,  welcoming, comfortable rooms","","
Reviewed: 23 July 2022
","2024-05-01T12:03:16.427Z"
"Paula","https://cf.bstatic.com/static/img/review/avatars/ava-p/866dca38dcc31cb6fa2e9b4c475bd32e681b0080.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Couple

","
Served a purposed for our early flight
"," 7.0 ","The location is perfect for the airport. A shuttle to the airport would be better for those with mobility problems lots of steps or a slope to get back up to the airport.  The menu offered is extremely basic and very limited","A shuttle to the airport would be better for those with mobility problems lots of steps or a slope to get back up to the airport.  The menu offered is extremely basic and very limited","
Reviewed: 21 July 2022
","2024-05-01T12:03:16.427Z"
"Michael","https://cf.bstatic.com/static/img/review/avatars/ava-m/0e43c9b9a23d334b52510a328641c048847226bc.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

April 2022


","




Couple

","
Very convenient for Bristol Airport and makes the travel experience less stressful
"," 8.0 ","Met expectations - used previously","It was fine","
Reviewed: 20 July 2022
","2024-05-01T12:03:16.427Z"
"Jane","https://graph.facebook.com/v2.9/10214157350070489/picture?type=square&height=64&width=64","
                                    
                                Australia","






Queen Room


","




1 night · 

July 2022


","




Solo traveller

","
efficient and pleasant
"," 8.0 ","ideal to make early morning flight a pleasant experience","","
Reviewed: 20 July 2022
","2024-05-01T12:03:16.427Z"
"Alun","https://cf.bstatic.com/static/img/review/avatars/ava-a/2c7be68fb3f987f1352e7b289d4b24137e1a283d.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

July 2022


","




Couple

","
willuse again
"," 9.0 ","ok","nothing","
Reviewed: 20 July 2022
","2024-05-01T12:03:16.427Z"
"James","https://cf.bstatic.com/static/img/review/avatars/ava-j/f69a0f45af414641ac0371c1f139c49637969c6c.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

June 2022


","




Couple

","
ideal for early flights
"," 9.0 ","proximity to terminal","quite expensive","
Reviewed: 19 July 2022
","2024-05-01T12:03:16.427Z"
"Graham","https://cf.bstatic.com/static/img/review/avatars/ava-g/d2bf46fbe4c12e06481303d85f49f125e18fbd39.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2022


","




Couple

","
Would stay again.
"," 9.0 ","The room size and it’s comfort.","The dinner wasn’t great. We had tuna panini which lacked tuna and flavour.","
Reviewed: 19 July 2022
","2024-05-01T12:03:16.427Z"
"George","https://cf.bstatic.com/static/img/review/avatars/ava-g/d2bf46fbe4c12e06481303d85f49f125e18fbd39.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Couple

","
Brilliant.
"," 9.0 ","Everything was great. Would use you again if we fly from Bristol Airport.","Nothing","
Reviewed: 18 July 2022
","2024-05-01T12:03:24.811Z"
"Karen","https://graph.facebook.com/v2.9/110769138904002771234/picture?type=square&height=64&width=64","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2022


","




Couple

","
overall good but disappointed with the attitude about the boxed breakfast
"," 7.0 ","location and room were perfect and so were the majority of the staff","the fact we could not get a breakfast box staff should advise there is a limit number","
Reviewed: 18 July 2022
","2024-05-01T12:03:24.811Z"
"Chris","https://graph.facebook.com/v2.9/10155208030101783/picture?type=square&height=64&width=64","
                                    
                                Australia","






Queen Room


","




1 night · 

July 2022


","




Couple

","
Easy walk to check in, clean hotel.
"," 8.0 ","Perfect location for an early flight departure.","Not much it was fine","
Reviewed: 17 July 2022
","2024-05-01T12:03:24.811Z"
"Abigail","https://cf.bstatic.com/static/img/review/avatars/ava-a/2c7be68fb3f987f1352e7b289d4b24137e1a283d.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

June 2022


","




Family

","
Very good
"," 8.0 ","Room was clean and beds comfy.  Toiletries provided in bathroom.  The menu and food very good.  Breakfast options good","The tables in the restaurant weren't very clean or cleared after people had left.","
Reviewed: 17 July 2022
","2024-05-01T12:03:24.811Z"
"Adam","https://cf.bstatic.com/static/img/review/avatars/ava-a/2c7be68fb3f987f1352e7b289d4b24137e1a283d.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2022


","




Couple

","
Hotel is very clean and tidy. Food and drinks were good. Shame about the hicked up price
"," 9.0 ","How close the hotel is to the airport","£250 for a room for a night its very excessive","
Reviewed: 17 July 2022
","2024-05-01T12:03:24.811Z"
"Daniel","https://cf.bstatic.com/static/img/review/avatars/ava-d/bebbb1d5ff29328157080e4e2e5d15a29c5aa34a.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2022


","




Couple

","
Convenient when flight was delayed and we arrived in early hours
"," 7.0 ","Handy for late arrivals and a good breakfast","Quite expensive rate for a standard room. Car park charge very high.","
Reviewed: 17 July 2022
","2024-05-01T12:03:24.811Z"
"John","https://lh3.googleusercontent.com/a/AATXAJyHcoFrc5jijJdQwwISxWj4qRBzLnKqErsrYI7z=s96-c","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Solo traveller

","
Always clean and convenient
"," 7.0 ","All good","Nothing","
Reviewed: 17 July 2022
","2024-05-01T12:03:24.811Z"
"Nicky","https://cf.bstatic.com/static/img/review/avatars/ava-n/d3882ab9674d57559f4b0ecc7f2b01ecbc7a8057.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Couple

","
Very good
"," 8.0 ","Great location for airport","Buffet breakfast was not available despite it being after 4am. Breakfast bag was a joke. An Apple a biscuit and a small carton of drink, wow!","
Reviewed: 17 July 2022
","2024-05-01T12:03:24.811Z"
"Anne","https://cf.bstatic.com/static/img/review/avatars/ava-a/2c7be68fb3f987f1352e7b289d4b24137e1a283d.png","
                                    
                                Australia","






Queen Room


","




1 night · 

July 2022


","




Couple

","
Convenient & google service
"," 8.0 ","Convenient to Bristol airport for an early flight","All good","
Reviewed: 16 July 2022
","2024-05-01T12:03:24.811Z"
"Alan","https://cf.bstatic.com/static/img/review/avatars/ava-a/2c7be68fb3f987f1352e7b289d4b24137e1a283d.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Couple

","
Very good
"," 8.0 ","","We left at 5am but had no time for breakfast.  There is a 'grab and go' up to 5 am I suggest that this is extended to say 8am to give all the opportunity to eat.","
Reviewed: 15 July 2022
","2024-05-01T12:03:24.811Z"
"Ann","https://cf.bstatic.com/static/img/review/avatars/ava-a/2c7be68fb3f987f1352e7b289d4b24137e1a283d.png","
                                    
                                Spain","






Queen Room


","




1 night · 

July 2022


","




Solo traveller

","
Very good
"," 8.0 ","Location at Bristol airport was excellent. Breakfast was ok although no fried eggs, I learnt sometime ago not to eat the scrabble eggs. It would have made a big difference.","","
Reviewed: 15 July 2022
","2024-05-01T12:03:35.436Z"
"Susan","https://cf.bstatic.com/static/img/review/avatars/ava-s/d321d61d78a8fa310843e1967dca38e6276b92aa.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

July 2022


","




Couple

","
Overall ok
"," 8.0 ","Well presented room.","Breakfast did not have much for me as I have to follow a gluten free diet.","
Reviewed: 15 July 2022
","2024-05-01T12:03:35.436Z"
"Eduard","https://cf.bstatic.com/static/img/review/avatars/ava-e/8d80ab6bf73fa873e990c76bfc96a1bf23708307.png","
                                    
                                Netherlands","






Queen Room


","




1 night · 

July 2022


","




Family

","
Very good
"," 8.0 ","Conveniently located at walking distance from airport. Nice touch to have breakfast bags for early check out.","Chain hotel decorating and atmosphere","
Reviewed: 14 July 2022
","2024-05-01T12:03:35.436Z"
"Sanita","https://cf.bstatic.com/static/img/review/avatars/ava-s/d321d61d78a8fa310843e1967dca38e6276b92aa.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2022


","




Family

","
Very good
"," 8.0 ","Location was perfect. Breakfast was really nice.","Shower was blocked and sink smelled of drainage","
Reviewed: 14 July 2022
","2024-05-01T12:03:35.436Z"
"Karen","https://cf.bstatic.com/static/img/review/avatars/ava-k/c84a361d670170a23bc2e937798fc23520f61c43.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

July 2022


","




Couple

","
The hotel is very convenient to the airport.
"," 7.0 ","Comfortable room","Been to other Hiltons and just thought this one needs updating.  It did not feel like a Hilton Hotel","
Reviewed: 12 July 2022
","2024-05-01T12:03:35.436Z"
"Paul","https://cf.bstatic.com/static/img/review/avatars/ava-p/866dca38dcc31cb6fa2e9b4c475bd32e681b0080.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Couple

","
Easy and accessible for the airport.
"," 8.0 ","Staff were very helpful.","","
Reviewed: 11 July 2022
","2024-05-01T12:03:35.436Z"
"Anthony","https://graph.facebook.com/v2.9/105501903379113362640/picture?type=square&height=64&width=64","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

June 2022


","




Couple

","
The perfect place to start your journey
"," 9.0 ","All was excellent,","The proximity to the airport","
Reviewed: 11 July 2022
","2024-05-01T12:03:35.436Z"
"Richard","https://lh3.googleusercontent.com/a/AEdFTp6688uqTjEDWQgJodfEKrln0N-xMOV9sJ9FNPr2=s96-c","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2022


","




Couple

","
convenient location but pricey for 7 hour stay.
"," 7.0 ","convenient for an early departure from Bristol airport","nothing","
Reviewed: 11 July 2022
","2024-05-01T12:03:35.436Z"
"Beryl","https://lh3.googleusercontent.com/a/AATXAJxx2PskMnVuUZcKdtM4mywzSAH79gZbEVOFI25N=s96-c","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

June 2022


","




Group

","
Staff were well trained and very welcoming and helpful.
"," 9.0 ","Location. check in, comfort of beds. showers, breakfast and above all staff.","Perhaps a wider choice of menu in the restaurant for lunch and dinner?  Please, a better quality toilet paper!?","
Reviewed: 11 July 2022
","2024-05-01T12:03:35.436Z"
"Anne-marie","https://lh3.googleusercontent.com/a-/AOh14Gh-078NqrN4zu3X38PynSbMiXFgqSSa4b7HDs9d4A=s96-c","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2022


","




Couple

","
Very good
"," 8.0 ","Location","Restaurant was limited","
Reviewed: 11 July 2022
","2024-05-01T12:03:35.436Z"
"Suzanne","https://cf.bstatic.com/static/img/review/avatars/ava-s/d321d61d78a8fa310843e1967dca38e6276b92aa.png","
                                    
                                United Kingdom","






Queen Room - Mobility Access


","




1 night · 

June 2022


","




Couple

","
Very friendly & very convenient.
"," 7.0 ","Room","The lounge / eating area was a bit scruffy. Stains / marks etc. on the upholstery was a bit off putting.","
Reviewed: 10 July 2022
","2024-05-01T12:03:45.791Z"
"Nikki","https://graph.facebook.com/v2.9/113655173759838299053/picture?type=square&height=64&width=64","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2022


","




Family

","
Nice overnight stay
"," 9.0 ","Great location","","
Reviewed: 10 July 2022
","2024-05-01T12:03:45.791Z"
"Hywel","https://graph.facebook.com/v2.9/110191370240154940778/picture?type=square&height=64&width=64","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

May 2022


","




Family

",""," 8.0 ","","This review has been hidden because it doesn't meet our guidelines.","
Reviewed: 9 July 2022
","2024-05-01T12:03:45.791Z"
"Beverley","https://cf.bstatic.com/static/img/review/avatars/ava-b/8103dfb0481c4cedc201d849f5666a270512f538.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2022


","




Couple

","
Superb
"," 9.0 ","","Lovely but expensive","
Reviewed: 8 July 2022
","2024-05-01T12:03:45.791Z"
"Tim","https://lh3.googleusercontent.com/a/AATXAJxHBIGBgHXBz34QQAwDnPmW7H96ZsR2Ood-jbBU=s96-c","
                                    
                                Ireland","






Queen Room


","




1 night · 

July 2022


","




Couple

","
Very good
"," 8.0 ","As requested we got a quiet room which made for an unusually good night's sleep at an airport hotel.","","
Reviewed: 8 July 2022
","2024-05-01T12:03:45.791Z"
"Stephen","https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=50","
                                    
                                Spain","






Twin Room


","




1 night · 

July 2022


","




Family

","
Excellent location, extremely comfortable and amazing staff.
"," 9.0 ","The staff were all very helpful but some were new and did not know the system. The room was perfect for my mother and I. It did not mention that there was a kettle in the room which was an added bonus. My Aunt and Uncle drove us to the hotel which was quite a distance for them. It was so nice that we were able to offer them tea in the restaurant and not have to pay a parking fee as the car parking ticket was validated by the reception staff.
I was also able to push the wheeelchair for my Mother from the room to the airport check in without too much effort.","","
Reviewed: 7 July 2022
","2024-05-01T12:03:45.791Z"
"Gideon","https://cf.bstatic.com/static/img/review/avatars/ava-g/d2bf46fbe4c12e06481303d85f49f125e18fbd39.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Solo traveller

","
very nice convenient stay
"," 8.0 ","Very good location next to the airport, perfect for my morning flight. Very nice size room with comfortable bed and excellent breakfast.","","
Reviewed: 6 July 2022
","2024-05-01T12:03:45.791Z"
"Blackstar","https://cf.bstatic.com/static/img/review/avatars/ava-b/8103dfb0481c4cedc201d849f5666a270512f538.png","
                                    
                                United Kingdom","






Queen Room - Mobility Access


","




1 night · 

July 2022


","




Couple

","
Comfortable and welcoming.
"," 9.0 ","Late, very late check in thanks to a very delayed flight was no bother. Check in staff were very welcoming indeed. Bed very comfy, quiet, welcome night sleep.
Breakfast staff were very helpful and happy. Made to feel really welcome.","The prices have been creeping up somewhat. Looking at future prices, I think we may need to look elsewhere which is a shame because this has always been a good value hotel.","
Reviewed: 6 July 2022
","2024-05-01T12:03:45.791Z"
"Clare","https://graph.facebook.com/v2.9/10160780576675323/picture?type=square&height=64&width=64","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2022


","




Family

","
Lovely, clean hotel
"," 9.0 ","Really comfortable and clean. Breakfast started at 4am and it was brilliant..lots of choice. Was given choice of floor too and staff were lovely.","It was quite expensive for one night stay but I was willing to pay this for the convenience if being so close to airport in morning.","
Reviewed: 6 July 2022
","2024-05-01T12:03:45.791Z"
"Rebecca","https://lh4.googleusercontent.com/-Tjut1y6KIGM/AAAAAAAAAAI/AAAAAAAAABI/se3Eoll1hsA/photo.jpg?sz=50","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Family

","
Nice hotel, dinner in restaurant poor
"," 7.0 ","Lovely fresh rooms, nice and big, easy to control temperature, black out curtains excellent.
Breakfast setup great for early flights
Quick walk to airport","Food was terrible. Ordered a jacket potato with beans for my daughter, the beans were stone cold with some scrambled egg in them??? Couldn't help but think they were left over from breakfast. Gross. 
I ordered a burger and chips and neither were even warm! We sent both meals back (after having to flag restaurant staff down they were no where to been seen during the meal) but both came back barely warm again. Couldn't be bothered with the faff of having to find someone again as we were starving from travelling. 
No one came to check or say sorry it was really poor for the price of the food and the price of the rooms!","
Reviewed: 6 July 2022
","2024-05-01T12:03:45.791Z"
"Nicholas","https://cf.bstatic.com/static/img/review/avatars/ava-n/d3882ab9674d57559f4b0ecc7f2b01ecbc7a8057.png","
                                    
                                Germany","






Queen Room with Sofa Bed


","




1 night · 

June 2022


","




Family

","
Very good
"," 8.0 ","Get staff, location, breakfast, cleanliness etc.","We wanted family room (2 adult 2 kids) but all that was available was double with sofa bed pullout. The pullout sofa in the room had a hard metal mechanism poking out which our young daughter hurt herself on while getting out of the bed.","
Reviewed: 6 July 2022
","2024-05-01T12:03:56.918Z"
"Cherry","https://graph.facebook.com/v2.9/3366233103387658/picture?type=square&height=64&width=64","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

July 2022


","




Group

","
Superb
"," 9.0 ","Such a convenient location to the airport- great. Check in was speedy and the receptionist was helpful and informative. Beds were comfortable and we slept well","Surprised that breakfast ended so abruptly and also so soon after fresh hot food had been put out","
Reviewed: 5 July 2022
","2024-05-01T12:03:56.918Z"
"O\'connell","https://lh3.googleusercontent.com/a/AATXAJx-WMUFttSA6XuRPxOdOSEVXRArlb923xaK4ZZ2=s96-c","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Couple

","
Was good value for what we needed. Ie . 1 night stay before early flight. Was , we thought value for
"," 9.0 ","Did not have breakfast, left for early flight, took pre packed breakfast bag. Was acceptable , could have  been a bit more substantial. But acceptable..","Nothing.","
Reviewed: 5 July 2022
","2024-05-01T12:03:56.918Z"
"Stephen","https://cf.bstatic.com/static/img/review/avatars/ava-s/d321d61d78a8fa310843e1967dca38e6276b92aa.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

June 2022


","




Family

","
Very good
"," 8.0 ","How close it is to the airport.","The prices at the bar.","
Reviewed: 5 July 2022
","2024-05-01T12:03:56.918Z"
"Beryl","https://cf.bstatic.com/static/img/review/avatars/ava-b/8103dfb0481c4cedc201d849f5666a270512f538.png","
                                    
                                France","






Queen Room


","




1 night · 

July 2022


","




Solo traveller

","
just the best place to stay when you have a late arrival or early departure.
"," 9.0 ","super convenient and confortable 
super nice personnel","the food isn’t really great but that’s ok","
Reviewed: 5 July 2022
","2024-05-01T12:03:56.918Z"
"Wayne","https://cf.bstatic.com/static/img/review/avatars/ava-w/743312ca303f4a4be7af10e6d1015d40a0ce81a4.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Couple

","
Enjoyable nights stay that took the stress out of travelling and flying on the same day
"," 9.0 ","Location takes the stress out of travelling to the airport same day to fly. Friendly staff, clean room, great shower and comfortable bed. Food and drink was reasonably priced given the location","Was not made aware at check in that a breakfast bag was available for early departures. This would have been good to know as breakfast proper is not available until 4am.","
Reviewed: 4 July 2022
","2024-05-01T12:03:56.918Z"
"Christian","https://cf.bstatic.com/static/img/review/avatars/ava-c/315f92289c481a16de5ee7737aa1b5fd531afcce.png","
                                    
                                Australia","






Queen Room


","




1 night · 

June 2022


","




Couple

","
OK
"," 7.0 ","","Ok","
Reviewed: 4 July 2022
","2024-05-01T12:03:56.918Z"
"Maria","https://cf.bstatic.com/static/img/review/avatars/ava-m/0e43c9b9a23d334b52510a328641c048847226bc.png","
                                    
                                Switzerland","






Queen Room


","




1 night · 

July 2022


","




Couple

","
It was good. Efficient. Comfortable.
"," 9.0 ","Comfortable bed. Nice shower. Clean room. Breakfast available since very early morning. Efficient service at reception and restaurant. Convenient location.","Room size just about right - I would have liked it a bit bigger given the room price. Hair dryer missing. Restaurant menu is ok but some little improvements could help. Service at the restaurant very minimal - no table cloth, cheap silvery, table not quite clean.","
Reviewed: 3 July 2022
","2024-05-01T12:03:56.918Z"
"Katrina","https://cf.bstatic.com/static/img/review/avatars/ava-k/c84a361d670170a23bc2e937798fc23520f61c43.png","
                                    
                                Gibraltar","






Queen Room


","




1 night · 

June 2022


","




Couple

","
Good option if you have an early flight
"," 7.0 ","Excellent location. Comfortable room. Friendly staff.","Nothing in the short time we were there, we arrived late and left very early & only spent time in our room.","
Reviewed: 3 July 2022
","2024-05-01T12:03:56.918Z"
"Judy","https://cf.bstatic.com/static/img/review/avatars/ava-j/f69a0f45af414641ac0371c1f139c49637969c6c.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

July 2022


","




Couple

","
A good and convenient airport hotel
"," 8.0 ","The breakfast was really good. I was wondering expecting a continental type meal but instead there was a well cooked full English breakfast available as well as a wide choice of cereal, toast and fruit","","
Reviewed: 3 July 2022
","2024-05-01T12:03:56.918Z"
"Pauline","https://cf.bstatic.com/static/img/review/avatars/ava-p/866dca38dcc31cb6fa2e9b4c475bd32e681b0080.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

June 2022


","




Couple

","
Very convenient.
"," 9.0 ","Close proximity to the airport terminal. Staff were helpful. Clean rooms. Lots of places to sit and relax.","","
Reviewed: 2 July 2022
","2024-05-01T12:04:06.087Z"
"Robyn","https://cf.bstatic.com/static/img/review/avatars/ava-r/29d5c93ac6953138bfc6f214a4c5a0f8b712b57b.png","
                                    
                                Australia","






Queen Room with Sofa Bed


","




1 night · 

June 2022


","




Family

","
Superb
"," 9.0 ","excellent rooms; beds extremely comfortable","what's not to like?","
Reviewed: 2 July 2022
","2024-05-01T12:04:06.087Z"
"Caris","https://cf.bstatic.com/static/img/review/avatars/ava-c/315f92289c481a16de5ee7737aa1b5fd531afcce.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Couple

","
Does the job for a stay before an early flight.
"," 9.0 ","Continental breakfast from 4am, good if you have an early flight. 3 minute walk to the terminal.","","
Reviewed: 2 July 2022
","2024-05-01T12:04:06.087Z"
"Anne","https://cf.bstatic.com/static/img/review/avatars/ava-a/2c7be68fb3f987f1352e7b289d4b24137e1a283d.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Solo traveller

","
great location for sirport but expensive
"," 8.0 ","nice clean comfortable rooms","restaurant/ bar area - like a canteen","
Reviewed: 30 June 2022
","2024-05-01T12:04:06.087Z"
"Ian","https://cf.bstatic.com/static/img/review/avatars/ava-i/12a07b30d7fe835ea09b653635e151032bbf547a.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Couple

","
Reasonable
"," 7.0 ","Staff good","Breakfast did not reflect the cost","
Reviewed: 30 June 2022
","2024-05-01T12:04:06.087Z"
"Eftychia","https://cf.bstatic.com/static/img/review/avatars/ava-e/8d80ab6bf73fa873e990c76bfc96a1bf23708307.png","
                                    
                                Greece","






Queen Room


","




1 night · 

June 2022


","




Solo traveller

","
Very good
"," 8.0 ","","breakfast bag could have included more/better quality items","
Reviewed: 30 June 2022
","2024-05-01T12:04:06.087Z"
"Melanie","https://cf.bstatic.com/static/img/review/avatars/ava-m/0e43c9b9a23d334b52510a328641c048847226bc.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

June 2022


","




Group

","
Superb
"," 9.0 ","clean, spacious, comfortable","too many steps down to the hotel","
Reviewed: 30 June 2022
","2024-05-01T12:04:06.087Z"
"Andrew","https://cf.bstatic.com/static/img/review/avatars/ava-a/2c7be68fb3f987f1352e7b289d4b24137e1a283d.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Couple

","
Good
"," 7.0 ","Gym","Really poor evening meal cold.and poor; wouldn't recommend this hotel","
Reviewed: 30 June 2022
","2024-05-01T12:04:06.087Z"
"Mairi","https://cf.bstatic.com/static/img/review/avatars/ava-m/0e43c9b9a23d334b52510a328641c048847226bc.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

May 2022


","




Couple

","
would definitely stay here again and recommend to other people
"," 9.0 ","so close to the airport it’s perfect","breakfast wasn’t the best but adequate","
Reviewed: 29 June 2022
","2024-05-01T12:04:06.087Z"
"Julian","https://cf.bstatic.com/static/img/review/avatars/ava-j/f69a0f45af414641ac0371c1f139c49637969c6c.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

June 2022


","




Couple

","
Handy for airport but not good value for’oney
"," 8.0 ","","Food very poor and overpriced","
Reviewed: 29 June 2022
","2024-05-01T12:04:06.087Z"
"Roberta","https://lh5.googleusercontent.com/-33w8R9wvGVQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucld7GuN5bujHYGJ1lcu5pRzwtVbxA/s96-c/photo.jpg","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Couple

","
Very good
"," 8.0 ","It would be good if they could have a flight info screen on each floor so you don't go and hand your key in then on way out see your flight is delayed for 2hours","Nothing","
Reviewed: 29 June 2022
","2024-05-01T12:04:16.834Z"
"Val","https://cf.bstatic.com/static/img/review/avatars/ava-v/b56c632712cb151966e9192b3547e7b673216aa6.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Family

","
Very good
"," 8.0 ","Perfect location, staff friendly","No additional pillows in room","
Reviewed: 29 June 2022
","2024-05-01T12:04:16.834Z"
"Margaret","https://cf.bstatic.com/static/img/review/avatars/ava-m/0e43c9b9a23d334b52510a328641c048847226bc.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

May 2022


","




Solo traveller

","
Necessary due to late arrival of flight. Room, facilities, breakfast all as it should be.
"," 8.0 ","All just as it should be but expensive for a few hours sleep. Breakfast good.","Price","
Reviewed: 28 June 2022
","2024-05-01T12:04:16.834Z"
"Elizabeth-ann","https://cf.bstatic.com/static/img/review/avatars/ava-e/8d80ab6bf73fa873e990c76bfc96a1bf23708307.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

June 2022


","




Couple

","
great place to stay prior to an early morning flight
"," 8.0 ","close to the airport and provided an early breakfast","a little overpriced","
Reviewed: 27 June 2022
","2024-05-01T12:04:16.834Z"
"Gerard","https://lh3.googleusercontent.com/a/AATXAJw-AdQl8LvSQDdadNMIoHYF-stlGUXAWfEl7y-2=s96-c","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Couple

","
very close to the airport stay
"," 8.0 ","ideal for airport early/late flights; nice downstairs lounge/restaurant","","
Reviewed: 27 June 2022
","2024-05-01T12:04:16.834Z"
"Janet","https://cf.bstatic.com/static/img/review/avatars/ava-j/f69a0f45af414641ac0371c1f139c49637969c6c.png","
                                    
                                United Kingdom","






Queen Room - Mobility Access


","




1 night · 

June 2022


","




Solo traveller

","
All the staff were  cheerful and extremely helpfully
"," 7.0 ","I had ordered special assistance with Ryanair and the hotel told me that there was no problem with this. However at 4am they were not able to contact Ryanair - no one was answering the phone.After more than half an hour of trying, one of the receptionists said that she would go up to the airport with me and carry my luggage. I was very grateful and thought that this was above and beyond the call of duty.","I would have liked waitress service in the restaurant. As I have a back problem I found standing in a queue waiting to order very difficult.","
Reviewed: 26 June 2022
","2024-05-01T12:04:16.834Z"
"Wendy","https://cf.bstatic.com/static/img/review/avatars/ava-w/743312ca303f4a4be7af10e6d1015d40a0ce81a4.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

June 2022


","




Group

","
great for an early flight but expensive
"," 9.0 ","Clean, friendly staff, location great for airport","it was expensive","
Reviewed: 26 June 2022
","2024-05-01T12:04:16.834Z"
"Abid","https://graph.facebook.com/v2.9/1696691020416818/picture?type=square&height=64&width=64","
                                    
                                France","






Queen Room


","




1 night · 

June 2022


","




Couple

","
We can thoroughly recommend this hotel and will use again
"," 9.0 ","the location was excellent and the decor and size of room exceptional","the quality and price of meals being offered","
Reviewed: 26 June 2022
","2024-05-01T12:04:16.834Z"
